iter	RMSE
172	5.780115275
173	5.692619512
174	5.640907291
175	5.58730457
176	5.522556419
177	5.490473133
178	5.401136841
179	5.381274666
180	5.328468494
181	5.306306223
182	5.235032351
183	5.216792148
184	5.199101859
185	5.179129008
186	5.105999639
187	5.04211006
188	5.026230087
189	4.963730546
190	4.922053069
191	4.907255789
192	4.89290376
193	4.878350724
194	4.822456048
195	4.808972674
196	4.77186109
197	4.710313359
198	4.642938948
199	4.630575748
200	4.618730331
201	4.581188351
202	4.52335985
203	4.507201201
204	4.496258914
205	4.465576038
206	4.402240293
207	4.392069322
208	4.382213056
209	4.368244792
210	4.323774238
211	4.310454665
212	4.24300927
213	4.224812235
214	4.212555284
215	4.159723996
216	4.116646463
217	4.061332582
218	4.017716826
219	3.98804997
220	3.93631451
221	3.925151961
222	3.869266601
223	3.858969481
224	3.806120443
225	3.796367743
226	3.753318431
227	3.744258681
228	3.703849788
229	3.667333858
230	3.61557421
231	3.57308461
232	3.538636824
233	3.512147372
234	3.469858677
235	3.435463042
236	3.397041275
237	3.351586799
238	3.321431905
239	3.293287254
240	3.285153242
241	3.243059207
242	3.213618668
243	3.192938819
244	3.160509488
245	3.12655914
246	3.09078152
247	3.057335211
248	3.020229342
249	2.985122055
250	2.964907484
251	2.938227443
252	2.908442319
253	2.886545304
254	2.862251107
255	2.835947443
256	2.805494557
257	2.783200392
258	2.759404753
259	2.728244071
260	2.707552998
261	2.679907334
262	2.656434368
263	2.635336179
264	2.623007517
265	2.611320982
266	2.587300702
267	2.562741018
268	2.539847534
269	2.52539622
270	2.506243255
271	2.492031698
272	2.470615408
273	2.449275318
274	2.429726635
275	2.409597696
276	2.386805252
277	2.373607089
278	2.355863567
279	2.337363411
280	2.319998937
281	2.301512328
282	2.296235439
283	2.281029646
284	2.269924088
285	2.26145728
286	2.242229537
287	2.232085354
288	2.223466887
289	2.20719817
290	2.18872819
291	2.184572984
292	2.177042787
293	2.16714325
294	2.149949923
295	2.132501028
296	2.117846852
297	2.106306064
298	2.097462471
299	2.085703066
300	2.075454955
301	2.060087691
302	2.044969234
303	2.032210884
304	2.019818428
305	2.017200964
306	2.006300551
307	1.989744647
308	1.975842139
309	1.962957461
310	1.950779974
311	1.943669901
312	1.929797601
313	1.918627744
314	1.907760482
315	1.902869649
316	1.89260656
317	1.882753021
318	1.873130331
319	1.865103278
320	1.85546351
321	1.843821926
322	1.832962751
323	1.819740443
324	1.811570631
325	1.800848411
326	1.79197612
327	1.780072539
328	1.7707829
329	1.764679777
330	1.761685892
331	1.753705526
332	1.749098653
333	1.737671762
334	1.722929839
335	1.712900283
336	1.705144438
337	1.694545402
338	1.683655326
339	1.676029041
340	1.665847547
341	1.658433813
342	1.649560567
343	1.642475795
344	1.636352666
345	1.626612214
346	1.620101187
347	1.615793369
348	1.611138726
349	1.599172079
350	1.597771471
351	1.590524145
352	1.583744901
353	1.577674925
354	1.570232695
355	1.564451747
356	1.557386308
357	1.547190692
358	1.540585289
359	1.53434559
360	1.529104034
361	1.519300543
362	1.515525405
363	1.50522172
364	1.496973168
365	1.490547897
366	1.485454063
367	1.476112605
368	1.469452306
369	1.461367409
370	1.45221377
371	1.447410118
372	1.440299499
373	1.431716485
374	1.426888894
375	1.421170531
376	1.411625999
377	1.404835595
378	1.399681552
379	1.395074009
380	1.388615017
381	1.383966631
382	1.381113909
383	1.375214113
384	1.370915596
385	1.360266246
386	1.356361945
387	1.348809391
388	1.345018605
389	1.337944337
390	1.330936967
391	1.327653661
392	1.323017675
393	1.317164622
394	1.316145929
395	1.311655379
396	1.305332459
397	1.299799398
398	1.293109735
399	1.288735307
400	1.284021366
401	1.279194728
402	1.275396728
403	1.270070811
404	1.269055154
405	1.26507299
406	1.264202188
407	1.260521418
408	1.255339634
409	1.250487673
410	1.246499037
411	1.242872538
412	1.238774504
413	1.235486192
414	1.229726564
415	1.225248778
416	1.221858893
417	1.216576774
418	1.213393816
419	1.209375067
420	1.201605805
421	1.197481096
422	1.19228925
423	1.190515688
424	1.186541981
425	1.182668609
426	1.179560271
427	1.173521262
428	1.171331061
429	1.16724072
430	1.162965872
431	1.157556642
432	1.155385129
433	1.151461442
434	1.147489821
435	1.145093396
436	1.144476609
437	1.142498056
438	1.136494536
439	1.13247993
440	1.130154749
441	1.125046764
442	1.121878755
443	1.118875207
444	1.115298167
445	1.1088129
446	1.106337842
447	1.101977629
448	1.097969863
449	1.094410284
450	1.089158042
451	1.085048238
452	1.079802324
453	1.076391227
454	1.07296309
455	1.068876562
456	1.067185342
457	1.062472647
458	1.058342743
459	1.054787438
460	1.050758707
461	1.046941182
462	1.041804321
463	1.038335259
464	1.034733946
465	1.032199109
466	1.029325601
467	1.028340893
468	1.024496169
469	1.021977224
470	1.019885263
471	1.015923122
472	1.013176969
473	1.011650449
474	1.010523249
475	1.007967071
476	1.004455996
477	1.001360425
478	0.9983092632
479	0.996082921
480	0.9944747476
481	0.991352658
482	0.9886939536
483	0.9861239392
484	0.9825668668
485	0.9791033188
486	0.975397194
487	0.972296808
488	0.9693152238
489	0.9664973256
490	0.9634505443
491	0.959972072
492	0.95863737
493	0.9557284326
494	0.9545024776
495	0.952360808
496	0.9496245253
497	0.9476811821
498	0.9455583407
499	0.9424967993
500	0.9392707131
501	0.9373802211
502	0.934703384
503	0.9316589545
504	0.928148152
505	0.9248022482
506	0.922761837
507	0.9197470426
508	0.9180674371
509	0.9148814956
510	0.9140420831
511	0.9116992482
512	0.9106479617
513	0.906637897
514	0.9047188722
515	0.9012014828
516	0.8991542588
517	0.8951060113
518	0.8918082766
519	0.8890987437
520	0.885792692
521	0.8830151607
522	0.8810167443
523	0.8781623123
524	0.8750122205
525	0.872467448
526	0.8701585821
527	0.8675559355
528	0.8651153697
529	0.8623893138
530	0.8601215223
531	0.8582003649
532	0.8557914531
533	0.8551930625
534	0.8536799051
535	0.8510872544
536	0.8480062044
537	0.8460263028
538	0.8453623074
539	0.8421288901
540	0.839297887
541	0.8381540296
542	0.8354377707
543	0.8326770734
544	0.8312808797
545	0.8281154478
546	0.8261273399
547	0.824571308
548	0.8236833692
549	0.8206808425
550	0.8187348589
551	0.8169606883
552	0.8144324016
553	0.8123207158
554	0.8105489879
555	0.807600696
556	0.8061881108
557	0.8036715099
558	0.8027369574
559	0.8018733846
560	0.8000026397
561	0.7982461572
562	0.7962774747
563	0.7938717868
564	0.7926161395
565	0.7898112763
566	0.7875694662
567	0.7862609543
568	0.785480744
569	0.7828318669
570	0.7806979165
571	0.778878866
572	0.7768332782
573	0.7739612631
574	0.7714469013
575	0.7701141183
576	0.7682934809
577	0.7654068426
578	0.763644573
579	0.7616057364
580	0.760180062
581	0.7583290475
582	0.7570409509
583	0.7546697667
584	0.7534399726
585	0.7507156357
586	0.7490363759
587	0.7468276719
588	0.7464175962
589	0.7450036328
590	0.7426083993
591	0.7412127368
592	0.7389595707
593	0.7369274206
594	0.7359448816
595	0.7343436459
596	0.7325649328
597	0.730284004
598	0.7284027526
599	0.726760708
600	0.7266169242
601	0.7254100217
602	0.7237416626
603	0.721316751
604	0.7196697676
605	0.7185327917
606	0.718393963
607	0.7182599746
608	0.7161006455
609	0.7148941154
610	0.7130432508
611	0.7117933393
612	0.7096356956
613	0.7074936719
614	0.7059397055
615	0.705811988
616	0.7056886808
617	0.7035930717
618	0.7025500378
619	0.7024303737
620	0.7001987697
621	0.6986570901
622	0.697226767
623	0.6955208494
624	0.6941749233
625	0.6920646284
626	0.6899921963
627	0.6889161186
628	0.6871528755
629	0.6861003141
630	0.6849292334
631	0.6833712354
632	0.6823441984
633	0.6814630206
634	0.6802794434
635	0.6795330958
636	0.6780945075
637	0.6764599067
638	0.6750131847
639	0.6736106102
640	0.6718594917
641	0.6708445801
642	0.6707309329
643	0.6706211823
644	0.6698111529
645	0.6682665403
646	0.6666900614
647	0.6665670246
648	0.6662263634
649	0.6644839123
650	0.6633243659
651	0.6622646487
652	0.6606749368
653	0.6595759281
654	0.6580062892
655	0.6572086224
656	0.6561573207
657	0.654908872
658	0.65326649
659	0.651772905
660	0.6503271589
661	0.6495591343
662	0.6484573137
663	0.6471482405
664	0.6461947882
665	0.6450780519
666	0.6438680058
667	0.6423425172
668	0.6413764233
669	0.6400071153
670	0.6397154209
671	0.6388077019
672	0.6374371087
673	0.6358065846
674	0.6352492023
675	0.634873734
676	0.633338545
677	0.6329367202
678	0.6319710901
679	0.6312649244
680	0.6300663869
681	0.6287080301
682	0.6280657534
683	0.6274257949
684	0.6266891811
685	0.6257035776
686	0.624430656
687	0.6237435939
688	0.6232372178
689	0.6221585393
690	0.6219035618
691	0.6206726543
692	0.619874001
693	0.6191327285
694	0.618068863
695	0.6167987193
696	0.616116758
697	0.6146916851
698	0.6134680487
699	0.6128857054
700	0.6121801028
701	0.6108416119
702	0.6100807104
703	0.6090734622
704	0.6075029452
705	0.6059361943
706	0.6055911676
707	0.6046913354
708	0.6032080901
709	0.6015358467
710	0.6000379792
711	0.5990073307
712	0.59800661
713	0.596650123
714	0.5959322731
715	0.5953760549
716	0.5943816581
717	0.5926475371
718	0.5923877269
719	0.5914778
720	0.5909372513
721	0.5897547922
722	0.5888853136
723	0.5880729943
724	0.587193233
725	0.585877083
726	0.5851020066
727	0.5841817501
728	0.5834593386
729	0.582068578
730	0.5812240498
731	0.5809371597
732	0.5797288467
733	0.5784897737
734	0.5777917743
735	0.5768926379
736	0.575780051
737	0.5749557998
738	0.5737614179
739	0.5723920867
740	0.5711150235
741	0.5703091416
742	0.5696575625
743	0.5692089191
744	0.5687902685
745	0.5686414304
746	0.5677617778
747	0.5676266023
748	0.5669813391
749	0.5662515532
750	0.5656282403
751	0.5642903528
752	0.5630959034
753	0.5624823014
754	0.5617338828
755	0.5603828475
756	0.559585525
757	0.5589859353
758	0.5580939674
759	0.5568235128
760	0.5558043638
761	0.5548880647
762	0.5540041079
763	0.5533276859
764	0.55253421
765	0.5520002718
766	0.5509538664
767	0.5501563277
768	0.5492653865
769	0.5483603045
770	0.5472366727
771	0.546926723
772	0.5463248574
773	0.5457267137
774	0.5450532757
775	0.5433847281
776	0.5425528305
777	0.5416138106
778	0.5404867035
779	0.5391598723
780	0.5383372191
781	0.5377770011
782	0.5368082925
783	0.5362456084
784	0.5355613296
785	0.5345030826
786	0.5338834956
787	0.5332066657
788	0.5324696541
789	0.5313501289
790	0.5312840942
791	0.5305201584
792	0.5295674692
793	0.5286068624
794	0.5281047846
795	0.5270725948
796	0.5263027823
797	0.5261436889
798	0.5260254755
799	0.5255623849
800	0.5250283322
801	0.5242826035
802	0.523960234
803	0.5230085289
804	0.5217432858
805	0.5205777644
806	0.5195943937
807	0.518567882
808	0.517641212
809	0.5167641296
810	0.5161176221
811	0.5154288387
812	0.5148428403
813	0.5143796359
814	0.5135613036
815	0.5127912514
816	0.512047433
817	0.5114737863
818	0.5113949677
819	0.5109754579
820	0.5101716936
821	0.509459052
822	0.5084252724
823	0.5078957248
824	0.5078185748
825	0.5072682858
826	0.5067764346
827	0.5065042803
828	0.5054558725
829	0.5045809983
830	0.5040024593
831	0.50310211
832	0.5024375995
833	0.5015985454
834	0.5010387182
835	0.5001441571
836	0.4997401562
837	0.4986490667
838	0.4978605093
839	0.4975093776
840	0.4969501364
841	0.4963092983
842	0.4956566607
843	0.49479972
844	0.4935409269
845	0.4927913256
846	0.492430776
847	0.4919053711
848	0.4910539217
849	0.4904792606
850	0.4895734759
851	0.4889127099
852	0.488310059
853	0.4875551878
854	0.4865072337
855	0.4857539476
856	0.4847973408
857	0.4840453622
858	0.4829846024
859	0.4821839943
860	0.4820263721
861	0.4819395311
862	0.4814328224
863	0.4807528734
864	0.4802439931
865	0.4798560954
866	0.4788650622
867	0.4782458427
868	0.4775269112
869	0.4769466747
870	0.4760691536
871	0.4753996019
872	0.4745830144
873	0.4744823843
874	0.4740579789
875	0.4732383914
876	0.4723937345
877	0.4718589382
878	0.4709678345
879	0.4705523129
880	0.4700708154
881	0.4691733883
882	0.4686589879
883	0.4681825925
884	0.4678594208
885	0.467360837
886	0.4669169456
887	0.466603332
888	0.4660327792
889	0.4651936194
890	0.4646952933
891	0.4635916664
892	0.4629287365
893	0.4623339856
894	0.461452572
895	0.4604827778
896	0.4600880364
897	0.4596655894
898	0.4592896126
899	0.4577200166
900	0.4569889953
901	0.4560401459
902	0.455268112
903	0.4547021485
904	0.4538467147
905	0.453479505
906	0.4524096629
907	0.4519976033
908	0.451233888
909	0.4509561954
910	0.4500261846
911	0.4492629234
912	0.4485574643
913	0.4482304737
914	0.447861027
915	0.4471408198
916	0.4466060681
917	0.4457055144
918	0.4453168432
919	0.444621806
920	0.4438599867
921	0.4431754172
922	0.4421668619
923	0.4416495897
924	0.4409828852
925	0.4405387996
926	0.4401643965
927	0.4398973405
928	0.4391785819
929	0.4387838169
930	0.4381847329
931	0.4375149451
932	0.4366943391
933	0.4361886282
934	0.43558241
935	0.4348230217
936	0.4341008125
937	0.433707428
938	0.4330091476
939	0.4326702205
940	0.4324926168
941	0.432227775
942	0.431457594
943	0.4309454621
944	0.4306535983
945	0.4301418629
946	0.4298131471
947	0.4291776823
948	0.4285024693
949	0.4282272485
950	0.4278787592
951	0.4271649203
952	0.4266572508
953	0.4260511489
954	0.4254660032
955	0.4250822428
956	0.4244608247
957	0.4240843561
958	0.4235713837
959	0.4228798759
960	0.4219944352
961	0.4211765294
962	0.4208053161
963	0.4203688972
964	0.4197386036
965	0.4192159529
966	0.4185285038
967	0.417643983
968	0.4168371207
969	0.4164224516
970	0.4157761094
971	0.4151933079
972	0.414744834
973	0.4140569551
974	0.4137047387
975	0.4133783052
976	0.4125255358
977	0.4118613168
978	0.4115332086
979	0.4112703074
980	0.4106497152
981	0.4103190495
982	0.4096055257
983	0.4089882111
984	0.4082062114
985	0.4076589929
986	0.4070284224
987	0.4068683084
988	0.4063351879
989	0.4058499974
990	0.4055521215
991	0.4049910643
992	0.404168352
993	0.4033287646
994	0.4029866529
995	0.4025143971
996	0.4019953334
997	0.4013301429
998	0.4007125787
999	0.4001662643
