mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
7.032804679870606,3.210787502818617,0.042661285400390624,0.0028317788792406374,0.03,2,200,"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 200}",-3.76286868215317,-1.4594299051229869,-1.5995080414140521,-1.1766016449791343,-1.1094358907302162,-1.8215688328799118,0.9871389672842596,27
10.205098724365234,4.542245322325066,0.04810833930969238,0.009446181838091641,0.03,2,300,"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 300}",-3.5855920901550324,-1.0919888534686957,-1.1879251725075821,-0.7613670204902291,-0.6835877573503256,-1.462092178794373,1.0787474935303825,25
13.378388786315918,6.352075277149679,0.0493962287902832,0.007321681147737868,0.03,2,400,"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 400}",-3.5337493603309493,-0.9408849682982152,-1.0481004034104577,-0.6167043102108767,-0.5665802332510221,-1.3412038551003043,1.111608022920126,22
9.921637773513794,4.971471458430605,0.04119505882263184,0.002090786972439809,0.03,3,200,"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 200}",-3.5540657046173108,-1.0790938140066568,-1.391376454563994,-0.8396728838415316,-0.6521703353384402,-1.5032758384735867,1.0547929081996452,26
15.122252798080444,7.143017915884321,0.04593777656555176,0.005313264062819372,0.03,3,300,"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 300}",-3.495978431174776,-0.84047516020558,-1.183939580324533,-0.5463126618663533,-0.40292136542115126,-1.2939254397984787,1.1330988084417695,16
19.959467697143555,9.447748454596026,0.06447157859802247,0.01281529222781941,0.03,3,400,"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 400}",-3.4842534198283186,-0.77522048064923,-1.1126893836655305,-0.4752107758712846,-0.3410448817720073,-1.2376837883572742,1.1542874377554608,6
13.137046670913696,6.395415453930067,0.048945140838623044,0.008651414278271983,0.03,4,200,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 200}",-3.6875017234347145,-0.8597838265723009,-1.4102479240904335,-0.5884552974153132,-0.463451985289083,-1.4018881513603692,1.1883023042367835,23
20.378452348709107,10.40707795170419,0.08348584175109863,0.029164471902546344,0.03,4,300,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 300}",-3.6619475225737217,-0.7718485597675516,-1.3074182977126325,-0.4742338451925276,-0.3566073138215294,-1.3144111078135925,1.218904112469162,21
31.39083504676819,17.383708342951657,0.09200339317321778,0.017828700264971197,0.03,4,400,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 400}",-3.6524503447030394,-0.7432263876773202,-1.2648100879144573,-0.44187876706422197,-0.32004092139049994,-1.2844813017499077,1.2280672217572128,14
8.26475124359131,5.1708069446199865,0.04709806442260742,0.015514928988460349,0.05,2,200,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 200}",-3.5489582532489927,-1.0276664707830636,-1.1245948783078448,-0.676123871054624,-0.6621868912101709,-1.4079060729209392,1.0863290584214593,24
15.177932834625244,7.487988343243407,0.10792970657348633,0.021705131603139544,0.05,2,300,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 300}",-3.4999329488813373,-0.8940829669881226,-1.0017318453642954,-0.5559164075226394,-0.5392200307282257,-1.298176839896924,1.1158734197038713,19
18.026912498474122,6.9101706635279205,0.07347431182861328,0.008766828776653959,0.05,2,400,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 400}",-3.4904727823002135,-0.8448616495761023,-0.9493818448129482,-0.5096148219101979,-0.4955316908482489,-1.257972557889542,1.1306017406225042,9
11.509017610549927,4.267795817140676,0.05088839530944824,0.00815442560311898,0.05,3,200,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200}",-3.482992049347092,-0.8653975368548322,-1.2062481975462949,-0.5406359227399156,-0.39488915527286106,-1.2980325723521993,1.1277378310729644,18
15.035302591323852,6.507985448486724,0.053284740447998045,0.008580681114535223,0.05,3,300,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300}",-3.474083497944696,-0.8032223089125103,-1.1143174883130733,-0.45047372642756756,-0.3162765002684391,-1.2316747043732572,1.155332870548189,4
20.189248943328856,9.732618164826949,0.05803322792053223,0.011801411513919762,0.05,3,400,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 400}",-3.469781275215394,-0.7888201672733889,-1.0773462801165974,-0.42254666559023524,-0.29464664016650205,-1.2106282056724236,1.1627169411966376,1
13.315035390853883,6.63355806287243,0.04254260063171387,0.0015593731076146504,0.05,4,200,"{'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 200}",-3.633826709346224,-0.7523853223423457,-1.2927459190237873,-0.46454867674118333,-0.3498341168250469,-1.2986681488557177,1.2122266138046898,20
20.601306772232057,9.765185169644846,0.06396012306213379,0.01172557939922805,0.05,4,300,"{'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 300}",-3.624535821940257,-0.7310591608100322,-1.259769567864633,-0.4338380355910772,-0.3179646402830838,-1.2734334452978167,1.219826220478211,11
